model,harness,task,verdict,totalTimeS,agentTimeS,rounds,tokTotal,tokIn,tokOut,cacheRead,cacheWrite,costUSD,insertions,deletions,firstPromptTokens,expertActive,expertJudgments,expertSilences,expertSteers,expertAccepted,expertRejected,expertStaleDrops,expertErrors,expertPromptTokens,expertCachedTokens,expertCompletionTokens
deepseek-v4-flash,pi,t01-roman,pass,5.6,5.5,1,10622,2577,493,7552,0,0.001503,20,1,,false,0,0,0,0,0,0,0,0,0,0
deepseek-v4-flash,pi,t02-jsonrepair,pass,112.8,112.7,1,106574,3925,15097,87552,0,0.020773,146,1,,false,0,0,0,0,0,0,0,0,0,0
deepseek-v4-flash,pi,t03-ringbuffer,pass,14.3,13.3,1,16680,2439,1313,12928,0,0.002549,15,4,,false,0,0,0,0,0,0,0,0,0,0
deepseek-v4-flash,pi,t04-csvbugfix,pass,9.3,9.2,1,18970,2761,1105,15104,0,0.002464,3,3,,false,0,0,0,0,0,0,0,0,0,0
deepseek-v4-flash,pi,t05-todostore,error,1.3,1.1,1,0,0,0,0,0,0.000000,0,0,,false,0,0,0,0,0,0,0,0,0,0
deepseek-v4-flash,pi,t06-stackvm,error,1.3,1,1,0,0,0,0,0,0.000000,0,0,,false,0,0,0,0,0,0,0,0,0,0
deepseek-v4-flash,pi,t07-validate,error,1.1,1,1,0,0,0,0,0,0.000000,0,0,,false,0,0,0,0,0,0,0,0,0,0
deepseek-v4-flash,pi,t08-logsum,error,1.6,1,1,0,0,0,0,0,0.000000,0,0,,false,0,0,0,0,0,0,0,0,0,0
deepseek-v4-flash,pi,t09-poolrace,error,1.3,1,1,0,0,0,0,0,0.000000,0,0,,false,0,0,0,0,0,0,0,0,0,0
deepseek-v4-flash,pi,t10-iniparse,error,2.9,1,1,0,0,0,0,0,0.000000,0,0,,false,0,0,0,0,0,0,0,0,0,0
deepseek-v4-flash,pi,t11-asyncbugs,error,1.1,1,1,0,0,0,0,0,0.000000,0,0,,false,0,0,0,0,0,0,0,0,0,0
deepseek-v4-flash,pi,t12-refactor,error,1.3,1.1,1,0,0,0,0,0,0.000000,0,0,,false,0,0,0,0,0,0,0,0,0,0
deepseek-v4-flash,pi,t13-batchrename,error,1.2,1.1,1,0,0,0,0,0,0.000000,0,0,,false,0,0,0,0,0,0,0,0,0,0
deepseek-v4-flash,pi,t14-todosweep,error,1,1,1,0,0,0,0,0,0.000000,0,0,,false,0,0,0,0,0,0,0,0,0,0
deepseek-v4-flash,pi,t15-pollstats,error,1.2,1,1,0,0,0,0,0,0.000000,0,0,,false,0,0,0,0,0,0,0,0,0,0
deepseek-v4-flash,pi,t16-apisum,error,2,1,1,0,0,0,0,0,0.000000,0,0,,false,0,0,0,0,0,0,0,0,0,0
deepseek-v4-flash,pi,t17-doccheck,error,1,1,1,0,0,0,0,0,0.000000,0,0,,false,0,0,0,0,0,0,0,0,0,0
glm-5.3-flash,pi,t01-roman,pass,51.1,51,1,12057,10503,530,1024,0,0.000000,13,1,,false,0,0,0,0,0,0,0,0,0,0
glm-5.3-flash,pi,t02-jsonrepair,pass,112.5,112.4,1,18834,15165,2645,1024,0,0.000000,80,1,,false,0,0,0,0,0,0,0,0,0,0
glm-5.3-flash,pi,t03-ringbuffer,pass,72.9,72.5,1,20815,19930,885,0,0,0.000000,14,4,,false,0,0,0,0,0,0,0,0,0,0
glm-5.3-flash,pi,t04-csvbugfix,pass,94.1,94,1,20736,19711,1025,0,0,0.000000,3,3,,false,0,0,0,0,0,0,0,0,0,0
glm-5.3-flash,pi,t05-todostore,pass,106,105.9,1,16788,15245,1543,0,0,0.000000,14,4,,false,0,0,0,0,0,0,0,0,0,0
glm-5.3-flash,pi,t06-stackvm,pass,1417.4,207.2,1,39293,12563,9770,16960,0,0.000000,187,68,,false,0,0,0,0,0,0,0,0,0,0
glm-5.3-flash,pi,t07-validate,pass,212.9,212.9,1,30920,27110,3810,0,0,0.000000,23,13,,false,0,0,0,0,0,0,0,0,0,0
glm-5.3-flash,pi,t08-logsum,pass,361.6,361.4,1,40820,25599,6261,8960,0,0.000000,89,4,,false,0,0,0,0,0,0,0,0,0,0
glm-5.3-flash,pi,t09-poolrace,pass,108.9,108.8,1,32416,24838,1818,5760,0,0.000000,6,1,,false,0,0,0,0,0,0,0,0,0,0
glm-5.3-flash,pi,t10-iniparse,pass,160,158.9,1,27677,17284,3929,6464,0,0.000000,8,5,,false,0,0,0,0,0,0,0,0,0,0
glm-5.3-flash,pi,t11-asyncbugs,pass,34.8,34.7,1,15526,7940,1570,6016,0,0.000000,6,4,,false,0,0,0,0,0,0,0,0,0,0
glm-5.3-flash,pi,t12-refactor,pass,25.1,25,1,16916,8407,829,7680,0,0.000000,2,4,,false,0,0,0,0,0,0,0,0,0,0
glm-5.3-flash,pi,t13-batchrename,pass,13.4,13.3,1,11290,7263,315,3712,0,0.000000,27,27,,false,0,0,0,0,0,0,0,0,0,0
glm-5.3-flash,pi,t14-todosweep,pass,20.1,20,1,12702,3300,442,8960,0,0.000000,18,0,,false,0,0,0,0,0,0,0,0,0,0
glm-5.3-flash,pi,t15-pollstats,pass,20.4,20.2,1,15430,5925,673,8832,0,0.000000,1,0,,false,0,0,0,0,0,0,0,0,0,0
glm-5.3-flash,pi,t16-apisum,pass,23.2,22.1,1,15279,4245,602,10432,0,0.000000,28,0,,false,0,0,0,0,0,0,0,0,0,0
glm-5.3-flash,pi,t17-doccheck,pass,97.4,97.1,1,36080,19629,3907,12544,0,0.000000,112,0,,false,0,0,0,0,0,0,0,0,0,0
